nr;Potje staart vetzuuranalyse;Potje Maaginhoud;Vetzuuranalyse;datum;Locatie;Gewicht Glasaal;Gewicht maag-darmstelsel;Opmerkingen;Microplastics/Contaminatie/vezels (katoen?);;Cladocera sp.;;Annelida;;Polychaete;;Isopoda;;Diptera sp.;;Chironomide thummi-plummosus;;Crustaceae sp.;;Cyclopoida sp.;;Invertebrata (larve) sp.;;Daphnidae sp. (ingekapseld);;Cladocera sp. (Chydorus sphaericus);;Amphipoda sp.;;Calanoide Copepode (Pseudocalanus elongatus);;Gammarus;;Calanoide copepode;;unidentifiable eggs;;Copepoda sp.;;Copepoda (Oithona similis, male);;Harpacticoid Copepod;;Pleuroxus sp.;;Chydorus sp.;;Detritus/plantenafval;;Plantae sp.;;Pennate diatomee;;Detritus met schimmelfilamenten;;Invertebrate sp.;;Hexapode sp. ();;keverlarve;;Chironomide (Non thummi plumosus);;Nereis sp.;;Amphipode (Atylus sp.);;Chironomide sp.;;Simulium sp.;;
206;C;7;;5/05/2017;SC-RO-SU;0,206;0,0142;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;1;;1;;0;;0;;0;;0;;
116;C;7;;7/04/2017;PG-KR;0,178;0,0057;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
253;C;8;;19/05/2017;MI-RO-SU;0,293;0,0325;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
222;C;8;;12/05/2017;SC-RO-SU;0,244;0,0226;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
122;C;8;;14/04/2017;PG-RO-PA;0,221;0,0091;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
96;C;8;;7/04/2017;PG-LO-PA;0,234;0,0104;veel maagprut ingezameld;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
109;C;8;;7/04/2017;PG-RO-SU;0,133;0,0076;onbekend beest morgen eens checken;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
145;C;8;;15/04/2017;PG-KR;0,154;0,0044;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
110;C;8;;7/04/2017;PG-RO-SU;0,210;0,01;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
121;C;8;;14/04/2017;PG-LO-PA;0,196;0,0131;;1;;0;;0;;1;;0;;0;;0;;0;;29;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
226;C;8;;12/05/2017;MI-RO-SU;0,205;0,0316;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;
67;C;8;;31/03/2017;PG-RO-PA;0,189;0,0062;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
120;C;8;;14/04/2017;PG-LO-PA;0,173;0,0096;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
148;C;8;;21/04/2017;PG-LO-PA;0,169;0,0057;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
195;C;9;;28/04/2017;PG-LO-SU;0,214;0,0252;Onbekende structuur voor verder onderzoek;1;;0;;0;;1;;0;;0;;0;;0;;124;;0;;0;;0;;0;;0;;0;;0;;0;;6;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
103;C;9;;7/04/2017;PG-LO-SU;0,180;0,0051;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
71;C;9;;31/03/2017;PG-LO-PA;0,228;0,0064;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
76;C;9;;31/03/2017;PG-RO-SU;0,124;0,003;Vis volledig uitgedroogd ;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
98;C;9;;7/04/2017;GA-SU;0,163;0,0082;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
111;C;9;;7/04/2017;PG-RO-SU;0,188;0,0126;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
218;C;9;;12/05/2017;PG-PA-RO;0,126;0,0135;Veel inhoud alles nagenoeg onherkenbaar;1;;0;;0;;0;;0;;0;;0;;0;;2;;0;;5;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
108;C;9;;7/04/2017;PG-RO-SU;0,194;0,0095;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
64;D;9;;31/03/2017;PG-RO-PA;0,169;0,008;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
167;D;9;;21/04/2017;MI-RO-SU;0,135;0,0056;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
230;D;9;;12/05/2017;MI-RO-SU;0,208;0,0191;;1;;0;;0;;0;;0;;0;;0;;0;;6;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
168;D;9;;21/04/2017;MI-RO-SU;0,189;0,0138;;1;;0;;0;;2;;0;;0;;0;;0;;5;;0;;0;;0;;0;;0;;0;;0;;0;;4;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
128;D;10;;14/04/2017;GA-SU;0,216;0,0088;Onbekende structuur voor verder onderzoek;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
166;D;10;;21/04/2017;GA-SU;0,172;0,0064;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
252;D;10;;19/05/2017;MI-RO-SU;0,218;0,0241;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
144;D;10;;15/04/2017;PG-KR;0,198;0,0082;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
69;D;10;;31/03/2017;PG-LO-PA;0,173;0,0069;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
115;D;10;;7/04/2017;PG-KR;0,200;0,0095;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
101;D;10;;7/04/2017;GA-SU;0,123;0,0049;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
250;D;10;;19/05/2017;SC-LO-SU;0,304;0,0379;Amphipode zit apart voor verder onderzoek;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;
86;D;10;;1/04/2017;PG-KR;0,222;0,0064;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
162;D;10;;21/04/2017;GA-SU;0,123;0,0085;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
202;D;10;;5/05/2017;PG-RO-PA;0,177;0,0152;;0;;0;;0;;1;;0;;0;;0;;0;;12;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
88;D;10;;7/04/2017;PG-RO-PA;0,261;0,009;Mss hoge gewicht door lang te weken in water;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
200;D;11;;5/05/2017;PG-LO-PA;0,094;0,0084;;0;;2;;0;;1;;0;;0;;0;;0;;10;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
150;D;11;Y;21/04/2017;PG-LO-PA;0,138;0,0074;;0;;0;;0;;0;;0;;0;;0;;0;;9;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
157;D;11;Y;21/04/2017;PG-LO-SU;0,157;0,0107;;0;;0;;0;;0;;0;;0;;0;;0;;10;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
89;D;11;Y;7/04/2017;PG-RO-PA;0,073;0,0019;vis volledig uitgedroogd;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
258;D;11;Y;24/05/2017;PG-LO-PA;0,259;0,0164;;0;;4;;0;;2;;0;;0;;0;;0;;4;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;1;;
207;D;11;Y;5/05/2017;SC-RO-SU;0,171;0,0106;;0;;0;;0;;1;;0;;0;;0;;0;;8;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
208;D;11;Y;5/05/2017;SC-RO-SU;0,143;0,0182;;0;;0;;0;;0;;0;;0;;0;;0;;5;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
118;D;11;Y;14/04/2017;PG-LO-PA;0,175;0,0072;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
232;D;11;Y;12/05/2017;PG-LO-PA;0,229;0,0202;;0;;0;;0;;0;;0;;0;;0;;0;;9;;0;;0;;0;;0;;0;;0;;0;;2;;2;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
91;D;11;;7/04/2017;PG-RO-PA;0,245;0,0107;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
185;D;11;Y;28/04/2017;PG-LO-PA;0,245;0,019;;0;;0;;0;;0;;0;;0;;0;;0;;60;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
39;D;11;;7/04/2017;GA-SU;0,167;0,0102;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
93;D;12;Y;7/04/2017;PG-LO-PA;0,136;0,0059;vis volledig uitgedroogd;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
184;D;12;Y;28/04/2017;PG-LO-PA;0,215;0,0166;;2;;0;;0;;0;;0;;0;;0;;0;;17;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
231;D;12;Y;12/05/2017;PG-LO-PA;0,192;0,011;;0;;0;;0;;0;;0;;0;;0;;0;;5;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
191;D;12;Y;28/04/2017;PG-LO-SU;0,135;0,0177;;0;;3;;0;;2;;0;;0;;0;;0;;148;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
174;D;12;Y;22/04/2017;PG-KR;0,266;0,0187;;0;;0;;0;;1;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
224;D;12;Y;12/05/2017;SC-RO-SU;0,163;0,0231;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
198;D;12;Y;5/05/2017;PG-LO-PA;0,202;0,0147;;0;;0;;0;;1;;0;;0;;0;;0;;10;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;0;;0;;0;;0;;
186;D;12;Y;28/04/2017;PG-RO-SU;0,201;0,0141;;1;;0;;0;;0;;0;;0;;0;;0;;69;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
271;E;12;;24/05/2017;MI-RO-SU;0,336;0,0417;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;7;;0;;31;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
11;E;12;;11/03/2017;PG-KR;0,196;0,001;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
7;E;12;;11/03/2017;PG-KR;0,146;0,0041;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
55;E;12;;24/03/2017;PG-LO-SU;0,157;0,0084;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
50;E;13;;24/03/2017;PG-RO-SU;0,186;0,0077;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
176;E;13;;28/04/2017;PG-RO-PA;0,248;0,02;;0;;0;;0;;0;;0;;0;;0;;0;;39;;0;;0;;5;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
272;E;13;;24/05/2017;MI-RO-SU;0,238;0,028;;0;;0;;0;;1;;0;;0;;0;;0;;7;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
47;E;13;;24/03/2017;GA-SU;0,235;0,0065;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
244;E;13;;19/05/2017;PG-LO-PA;0,231;0,0132;grote worm gevonden, geen polychaet;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;0;;0;;0;;0;;
274;E;13;;24/05/2017;MI-RO-SU;0,268;0,026;;2;;0;;0;;1;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;6;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
45;E;13;;24/03/2017;GA-SU;0,216;0,0067;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
48;E;13;;24/03/2017;PG-RO-SU;0,175;0,0062;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
29;E;13;;18/03/2017;PG-KR;0,253;0,0052;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
51;E;13;;24/03/2017;PG-RO-SU;0,164;0,0031;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
273;E;13;;24/05/2017;MI-RO-SU;0,219;0,0257;;1;;0;;0;;1;;0;;0;;0;;0;;2;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;126;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
39;E;13;;24/03/2017;PG-LO-PA;0,177;0,0103;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
21;E;14;;17/03/2017;PG-LO-PA;0,188;0,0075;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
204;E;14;;5/05/2017;PG-RO-PA;0,277;0,0168;;1;;0;;0;;1;;0;;0;;0;;0;;40;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
35;E;14;;24/03/2017;PG-RO-PA;0,166;0,0076;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
30;E;14;;18/03/2017;PG-KR;0,175;0,0038;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
240;E;14;;19/05/2017;PG-RO-PA;0,154;0,0131;;0;;0;;0;;1;;0;;0;;0;;0;;16;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
153;E;14;;21/04/2017;PG-RO-PA;0,184;0,0078;;2;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;
49;E;14;;24/03/2017;PG-RO-SU;0,188;0,0062;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
213;E;14;;5/05/2017;MI-RO-SU;0,124;0,0145;;1;;0;;0;;1;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
52;E;14;;24/03/2017;PG-RO-SU;0,316;0,014;invertebrate sp. Aan de kant;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
9;E;14;;11/03/2017;PG-KR;0,156;0,0042;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
239;E;14;;19/05/2017;PG-RO-PA;0,257;0,0138;;1;;0;;0;;1;;0;;0;;0;;0;;6;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
18;E;14;;17/03/2017;PG-LO-PA;0,236;0,009;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
25;E;15;;17/03/2017;PG-RO-SU;0,199;0,005;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
43;E;15;;24/03/2017;GA-SU;0,189;0,0051;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
143;E;15;;15/04/2017;PG-KR;0,124;0,0074;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
171;E;15;;21/04/2017;MI-RO-SU;0,173;0,0126;Invertebrate sp. -> doorzichtige buisstructuur die samenkomt in een vast punt;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;10;;0;;0;;0;;0;;2;;0;;3;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
261;E;15;;24/05/2017;PG-RO-PA;0,148;0,0113;;0;;0;;0;;1;;0;;0;;0;;0;;28;;0;;0;;4;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
83;E;15;;1/04/2017;PG-KR;0,148;0,0062;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
97;F;15;Y;7/04/2017;PG-LO-PA;0,153;0,0056;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
114;F;15;Y;7/04/2017;PG-KR;0,273;0,0072;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
199;F;15;Y;5/05/2017;PG-LO-PA;0,154;0,0036;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
220;F;15;Y;12/05/2017;PG-R0-PA;0,319;0,0145;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
135;F;15;Y;14/04/2017;PG-RO-SU;0,330;0,0148;;1;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
