nr;Potje staart vetzuuranalyse;Potje Maaginhoud;Vetzuuranalyse;datum;Locatie;Gewicht Glasaal;Gewicht maag-darmstelsel;Opmerkingen;Microplastics/Contaminatie/vezels (katoen?);;Cladocera sp.;;Annelida;;Polychaete;;Isopoda;;Diptera sp.;;Chironomide thummi-plummosus;;Crustaceae sp.;;Cyclopoida sp.;;Invertebrata (larve) sp.;;Daphnidae sp. (ingekapseld);;Cladocera sp. (Chydorus sphaericus);;Amphipoda sp.;;Calanoide Copepode (Pseudocalanus elongatus);;Gammarus;;Calanoide copepode;;unidentifiable eggs;;Copepoda sp.;;Copepoda (Oithona similis, male);;Harpacticoid Copepod;;Pleuroxus sp.;;Chydorus sp.;;Detritus/plantenafval;;Plantae sp.;;Pennate diatomee;;Detritus met schimmelfilamenten;;Invertebrate sp.;;Hexapode sp. ();;keverlarve;;Chironomide (Non thummi plumosus);;Nereis sp.;;Amphipode (Atylus sp.);;Chironomide sp.;;Simulium sp.;;
72;F;15;Y;31/03/2017;PG-LO-PA;0,345;0,0095;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
123;F;16;Y;14/04/2017;PG-RO-PA;0,153;0,0046;vis volledig uitgedroogd;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
164;F;16;Y;21/04/2017;GA-SU;0,153;0,0042;vis volledig uitgedroogd;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
249;F;16;Y;19/05/2017;SC-LO-SU;0,254;0,032;Alle 14 de invertebrate sp. Zijn aparte wormpjes (oligochaeten?);1;;0;;0;;3;;0;;0;;0;;0;;3;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;8;;0;;0;;0;;0;;0;;0;;14;;0;;0;;0;;1;;0;;0;;0;;
147;F;16;Y;21/04/2017;PG-LO-PA;0,177;0,0045;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
107;F;16;Y;7/04/2017;PG-RO-SU;0,224;0,0083;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
235;F;16;Y;12/05/2017;PG-LO-PA;0,202;0,0142;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;1;;0;;
90;F;16;Y;7/04/2017;PG-RO-PA;0,224;0,0096;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
205;F;16;Y;5/05/2017;PG-RO-PA;0,231;0,0078;liep wat mis, mss organismen gemist door darm open te snijden in ethanol;0;;0;;0;;1;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
173;F;16;Y;22/04/2017;PG-KR;0,253;0,0143;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
95;F;16;Y;7/04/2017;PG-LO-PA;0,231;0,0101;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
172;F;16;Y;22/04/2017;PG-KR;0,201;0,0074;;2;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;4;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
227;F;16;Y;12/05/2017;MI-RO-SU;0,266;0,0231;;0;;0;;0;;0;;0;;0;;0;;0;;8;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;6;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;0;;0;;1;;0;;
73;F;17;Y;31/03/2017;PG-RO-SU;0,288;0,0137;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
268;F;17;Y;24/05/2017;PG-LO-SU;0,159;0,0153;;2;;0;;0;;0;;0;;0;;0;;0;;4;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;30;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
214;F;17;Y;5/05/2017;MI-RO-SU;0,190;0,0166;;0;;0;;0;;1;;0;;0;;0;;0;;9;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;
146;F;17;Y;15/04/2017;PG-KR;0,143;0,004;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
210;F;17;Y;5/05/2017;SC-RO-SU;0,202;0,0174;diptera sp. Nog eens bekijken;0;;0;;0;;1;;0;;1;;0;;0;;35;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
117;F;17;Y;14/04/2017;PG-LO-PA;0,148;0,0053;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
112;F;17;Y;7/04/2017;PG-KR;0,274;0,0131;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
78;F;17;Y;31/03/2017;PG-LO-SU;0,201;0,009;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
248;F;17;Y;19/05/2017;SC-LO-SU;0,259;0,0297;;0;;0;;0;;1;;0;;0;;0;;0;;1;;0;;0;;0;;4;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;
161;F;17;Y;11/04/2017;PG-LO-SU;0,158;0,0051;vis volledig uitgedroogd, maaginhoud niet deftig kunnen uitprepareren maar er zat waarschijnlijk niets in ;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
217;F;17;Y;12/05/2017;PG-RO-PA;0,173;0,01;;0;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;4;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;0;;0;;0;;0;;
237;F;17;Y;19/05/2017;PG-RO-PA;0,232;0,0172;vis vrij gevuld maar veel ondertemineerbare delen v organismen;0;;0;;0;;1;;0;;0;;0;;0;;1;;0;;0;;1;;1;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
262;F;18;Y;24/05/2017;PG-RO-PA;0,124;0,0086;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;21;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
236;F;18;Y;13/05/2017;PG-RO-PA;0,203;0,0185;;0;;0;;0;;2;;0;;0;;0;;0;;21;;0;;0;;3;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
169;F;18;Y;21/04/2017;MI-RO-SU;0,282;0,0182;;0;;0;;0;;1;;0;;0;;0;;0;;40;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
77;F;18;Y;31/03/2017;PG-RO-SU;0,193;0,0084;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
264;F;18;Y;24/05/2017;PG-RO-PA;0,144;0,0125;;0;;0;;0;;1;;0;;0;;0;;0;;2;;0;;0;;17;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
247;F;18;Y;15/05/2017;SC-LO-SU;0,419;0,0499;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;
225;F;18;Y;12/05/2017;SC-RO-SU;0,215;0,0225;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;5;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
63;G;18;;31/03/2017;PG-RO-PA;0,158;0,0058;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
104;G;18;;7/04/2017;PG-LO-SU;0,130;0,0056;vis volledig uitgedroogd;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
246;G;18;;19/05/2017;SC-LO-SU;0,370;0,0343;polychaet groot;0;;0;;0;;1;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
19;G;18;;17/03/2017;PG-LO-PA;0,202;0,0072;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
179;G;18;;28/04/2017;PG-RO-PA;0,301;0,0184;;0;;0;;0;;0;;0;;0;;0;;0;;17;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
209;G;19;;5/05/2017;SC-RO-SU;0,151;;maagdarm gewicht vergeten opnemen;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
266;G;19;Y;24/05/2017;PG-LO-SU;0,299;0,0305;;0;;0;;0;;1;;0;;0;;0;;0;;6;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;41;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
212;G;19;;5/05/2017;MI-RO-SU;0,209;0,0142;;0;;0;;0;;1;;0;;0;;0;;0;;9;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
75;G;19;;31/03/2017;PG-RO-SU;0,221;0,008;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
165;G;19;Y;21/04/2017;GA-SU;0,140;0,0085;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
233;G;19;;12/05/2017;PG-LO-PA;;0,0119;Gewicht vergeten meten;0;;0;;0;;1;;0;;0;;0;;0;;4;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
70;G;19;Y;31/03/2017;PG-L0-PA;0,242;0,007;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
41;G;19;;24/03/2017;PG-LO-PA;0,248;0,0063;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
251;G;19;;19/05/2017;MI-RO-SU;0,256;0,0284;;2;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
125;G;19;;14/04/2017;PG-RO-PA;0,321;0,0075;;0;;0;;0;;0;;0;;0;;0;;0;;6;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
257;G;19;;24/05/2017;PG-LO-PA;0,208;0,0136;;0;;0;;0;;1;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
221;G;19;;12/05/2017;SC-RO-SU;0,232;0,0174;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
5;G;20;;10/03/2017;PG-RO-PA;0,264;0,0069;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
256;G;20;;24/05/2017;PG-LO-PA;0,201;0,0164;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
196;G;20;;5/05/2017;PG-LO-PA;0,155;0,0091;;0;;0;;0;;1;;0;;0;;0;;0;;4;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
255;G;20;;19/05/2017;MI-RO-SU;0,402;0,0285;;1;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;
131;G;20;;14/04/2017;GA-SU;0,169;0,0078;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
175;G;20;;22/04/2017;PG-KR;0,205;0,0136;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
245;G;20;;19/05/2017;PG-LO-PA;0,169;0,0133;;0;;0;;0;;1;;0;;0;;0;;0;;13;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;
180;G;20;;28/04/2017;PG-RO-PA;0,228;0,0137;;0;;0;;0;;0;;0;;0;;0;;0;;27;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
126;G;20;;14/04/2017;PG-RO-PA;0,159;0,0073;;0;;0;;0;;0;;0;;0;;0;;0;;19;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;
263;G;20;;24/05/2017;PG-RO-PA;0,196;0,015;;0;;0;;0;;1;;0;;0;;0;;0;;5;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
151;G;20;;21/04/2017;PG-LO-PA;0,205;0,0084;;1;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
137;G;20;;14/04/2017;PG-RO-SU;0,114;0,0065;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
141;G;21;;14/04/2017;PG-RO-SU;0,138;0,0093;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
254;G;21;;19/05/2017;MI-RO-SU;0,303;0,0389;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;6;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
94;G;21;;7/04/2017;PG-LO-PA;0,218;0,0056;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
139;G;21;;14/04/2017;PG-LO-SU;0,233;0,0093;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
152;G;21;;21/04/2017;PG-RO-PA;0,112;0,0089;;0;;0;;0;;0;;0;;0;;0;;0;;8;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
4;G;21;;10/03/2017;PG-RO-PA;0,206;0,005;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
1;H;21;;10/03/2017;PG-RO-PA;0,259;0,0089;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
197;H;21;;5/05/2017;PG-LO-PA;0,192;0,0152;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;
177;H;21;;5/05/2017;PG-RO-PA;0,193;0,0119;;0;;0;;0;;0;;0;;0;;0;;0;;18;;0;;0;;3;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
134;H;21;;14/03/2017;PG-RO-SU;0,155;0,011;;0;;0;;0;;1;;0;;0;;0;;0;;18;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
190;H;21;;28/04/2017;PG-RO-SU;0,197;0,0091;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
156;H;21;;21/04/2017;PG-RO-PA;0,150;0,0075;;0;;0;;0;;1;;0;;0;;0;;0;;45;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
138;H;22;;14/04/2017;PG-LO-SU;0,224;0,0089;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
154;H;22;;21/04/2017;PG-RO-PA;0,119;0,008;;0;;0;;0;;0;;0;;0;;0;;0;;10;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
140;H;22;;14/04/2017;PG-LO-SU;0,182;0,0094;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
163;H;22;;21/04/2017;GA-SU;0,079;0,0055;vis volledig uitgedroogd;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
223;H;22;;12/05/2017;SC-RO-SU;0,279;0,0229;;0;;0;;0;;1;;0;;0;;0;;0;;26;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;1;;0;;0;;1;;0;;0;;0;;0;;
189;H;22;;28/04/2017;PG-RO-SU;0,269;0,0148;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
68;H;22;;31/03/2017;PG-LO-PA;0,243;0,0091;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
102;H;22;;7/04/2017;PG-LO-SU;0,298;0,0113;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
82;H;22;;31/03/2017;PG-LO-SU;0,293;0,0074;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
132;H;22;;14/04/2017;SC-RO-SU;0,203;0,021;;0;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
201;H;22;;5/05/2017;PG-RO-PA;0,187;0,0099;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
238;H;22;;19/05/2017;PG-RO-PA;0,270;0,0185;;0;;0;;0;;0;;0;;0;;0;;0;;11;;0;;0;;18;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
127;H;23;;14/04/2017;GA-SU;0,176;0,005;Vreemd object aan buitenkant van de glasaal, foto genomen ;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
79;H;23;;31/03/2017;PG-LO-SU;0,209;0,0089;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
129;H;23;;14/04/2017;GA-SU;0,278;0,0136;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
211;H;23;;5/05/2017;MI-RO-SU;0,119;0,0159;;0;;0;;0;;1;;0;;0;;0;;0;;7;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
216;H;23;;12/05/2017;PG-RO-PA;0,144;0,0137;;0;;0;;0;;0;;0;;0;;0;;0;;9;;0;;0;;4;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
10;H;23;;11/03/2017;PG-KR;0,205;0,0058;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
188;H;23;;28/04/2017;PG-RO-SU;0,123;0,0076;;0;;0;;0;;1;;0;;0;;0;;0;;34;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
229;H;23;;12/05/2017;MI-RO-SU;0,221;0,026;;0;;0;;0;;1;;0;;0;;0;;0;;1;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
124;H;23;;14/04/2017;PG-RO-PA;0,212;0,0089;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
260;H;23;;24/05/2017;PG-LI-PA;0,201;0,0127;;0;;0;;0;;0;;0;;0;;0;;0;;3;;0;;0;;0;;11;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
183;H;23;;28/04/2017;PG-LO;0,177;0,0096;;0;;0;;0;;0;;0;;0;;0;;0;;2;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;
136;H;23;;14/03/2017;PG-RO-SU;0,128;0,0105;;0;;0;;0;;0;;0;;0;;0;;0;;17;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;
