Datum;Locatie;lengte (mm);gewicht (mg);pigmentatie
13/05/2016;VA_PG_RO_PA;172;5074;Potlood
13/05/2016;VA_PG_RO_PA;117;1988;Potlood
13/05/2016;VA_PG_RO_PA;109;1536;Potlood
13/05/2016;VA_PG_RO_PA;92;883;Potlood
13/05/2016;VA_PG_RO_PA;91;922;Potlood
13/05/2016;VA_PG_RO_PA;97;977;Potlood
13/05/2016;VA_PG_RO_PA;97;1374;Potlood
13/05/2016;VA_PG_RO_PA;137;2446;Potlood
13/05/2016;VA_PG_RO_PA;135;2448;Potlood
13/05/2016;VA_PG_RO_PA;111;1476;Potlood
13/05/2016;VA_PG_RO_PA;88;806;Potlood
13/05/2016;VA_PG_RO_PA;97;957;Potlood
13/05/2016;VA_PG_RO_PA;103;1062;Potlood
13/05/2016;VA_PG_RO_PA;98;823;Potlood
13/05/2016;VA_PG_RO_PA;97;1289;Potlood
13/05/2016;VA_PG_RO_PA;103;1000;Potlood
13/05/2016;VA_PG_RO_PA;104;1215;Potlood
13/05/2016;VA_PG_RO_PA;124;2057;Potlood
13/05/2016;VA_PG_RO_PA;119;2018;Potlood
13/05/2016;VA_PG_RO_PA;104;1317;Potlood
13/05/2016;VA_PG_RO_PA;94;1056;Potlood
13/05/2016;VA_PG_RO_PA;119;1976;Potlood
13/05/2016;VA_PG_RO_PA;102;1014;Potlood
13/05/2016;VA_PG_RO_PA;88;753;Potlood
13/05/2016;VA_PG_RO_PA;94;864;Potlood
13/05/2016;VA_PG_LO_PA;73;291;VIA4
13/05/2016;VA_PG_LO_PA;69;265;VIA4
13/05/2016;VA_PG_LO_PA;68;288;VIA4
13/05/2016;VA_PG_LO_PA;72;275;VIA4
13/05/2016;VA_PG_LO_PA;68;269;VIB
13/05/2016;VA_PG_LO_PA;72;317;VIB
13/05/2016;VA_PG_LO_PA;78;390;VII
13/05/2016;VA_PG_LO_PA;68;265;VIA4
13/05/2016;VA_PG_LO_PA;70;288;VIA4
13/05/2016;VA_PG_LO_PA;70;233;VIA4
13/05/2016;VA_PG_LO_PA;73;358;VIB
13/05/2016;VA_PG_LO_PA;72;236;VIA4
13/05/2016;VA_PG_LO_PA;71;219;VIA4
13/05/2016;VA_PG_LO_PA;64;215;VIA4
13/05/2016;VA_PG_LO_PA;68;294;VIB
13/05/2016;VA_PG_LO_PA;69;239;VIB
13/05/2016;VA_PG_LO_PA;66;231;VIA4
13/05/2016;VA_PG_LO_PA;67;203;VIB
13/05/2016;VA_PG_LO_PA;59;183;VIA4
13/05/2016;VA_PG_LO_PA;70;280;VIA4
13/05/2016;VA_PG_LO_PA;73;341;VIA4
13/05/2016;VA_PG_LO_PA;72;260;VII
13/05/2016;VA_PG_LO_PA;67;246;VIA4
13/05/2016;VA_PG_LO_PA;73;296;VII
13/05/2016;VA_PG_LO_PA;69;237;VIB
13/05/2016;VA_PG_LO_PA;62;219;VIB
13/05/2016;VA_PG_LO_PA;68;254;VIB
13/05/2016;VA_PG_LO_PA;67;275;VIA4
13/05/2016;VA_PG_LO_PA;65;179;VIA4
13/05/2016;VA_PG_LO_PA;68;250;VII
13/05/2016;VA_PG_LO_PA;70;245;VIA4
13/05/2016;VA_PG_LO_PA;72;284;VIB
13/05/2016;VA_PG_LO_PA;74;309;VIB
13/05/2016;VA_PG_LO_PA;70;279;VIB
13/05/2016;VA_PG_LO_PA;74;332;VIB
13/05/2016;VA_PG_LO_PA;68;258;VIB
13/05/2016;VA_PG_LO_PA;76;353;VIB
13/05/2016;VA_PG_LO_PA;67;213;VIA4
13/05/2016;VA_PG_LO_PA;68;230;VIB
13/05/2016;VA_PG_LO_PA;72;292;VIB
13/05/2016;VA_PG_LO_PA;76;360;VIA4
13/05/2016;VA_PG_LO_PA;77;350;VII
13/05/2016;VA_PG_LO_PA;76;310;VII
13/05/2016;VA_PG_LO_PA;72;265;VIA4
13/05/2016;VA_PG_LO_PA;64;210;VIA4
13/05/2016;VA_PG_LO_PA;73;293;VIA4
13/05/2016;VA_PG_LO_PA;67;169;VIA4
13/05/2016;VA_PG_LO_PA;69;259;VIB
13/05/2016;VA_PG_LO_PA;70;276;VIB
13/05/2016;VA_PG_LO_PA;62;154;VIA4
13/05/2016;VA_PG_LO_PA;128;2778;Potlood
13/05/2016;VA_PG_LO_PA;107;1947;Potlood
13/05/2016;VA_PG_LO_PA;99;1110;Potlood
13/05/2016;VA_PG_LO_PA;92;823;Potlood
13/05/2016;VA_PG_LO_PA;102;872;Potlood
13/05/2016;VA_PG_LO_PA;118;1708;Potlood
13/05/2016;VA_PG_LO_PA;111;1579;Potlood
13/05/2016;VA_PG_LO_PA;113;1387;Potlood
13/05/2016;VA_PG_LO_PA;112;1700;Potlood
13/05/2016;VA_PG_LO_PA;102;1506;Potlood
13/05/2016;VA_PG_LO_PA;103;1389;Potlood
13/05/2016;VA_PG_LO_PA;97;938;Potlood
13/05/2016;VA_PG_LO_PA;120;2289;Potlood
13/05/2016;VA_PG_LO_PA;106;1390;Potlood
13/05/2016;VA_PG_LO_PA;85;613;Potlood
13/05/2016;VA_PG_LO_PA;94;970;Potlood
13/05/2016;VA_PG_LO_PA;112;1567;Potlood
13/05/2016;VA_PG_LO_PA;103;1368;Potlood
13/05/2016;VA_PG_LO_PA;84;658;Potlood
13/05/2016;VA_PG_LO_PA;102;1043;Potlood
13/05/2016;VA_PG_LO_PA;97;971;Potlood
13/05/2016;VA_PG_LO_PA;87;708;Potlood
13/05/2016;VA_PG_LO_PA;99;993;Potlood
13/05/2016;VA_PG_LO_PA;108;1638;Potlood
13/05/2016;VA_PG_LO_PA;93;876;Potlood
13/05/2016;VA_PG_LO_PA;104;1246;Potlood
13/05/2016;VA_PG_LO_PA;87;692;Potlood
13/05/2016;VA_PG_LO_PA;97;1253;Potlood
13/05/2016;VA_PG_LO_PA;94;1000;Potlood
13/05/2016;VA_PG_LO_PA;97;947;Potlood
13/05/2016;VA_PG_LO_PA;94;975;Potlood
13/05/2016;VA_PG_LO_PA;103;1002;Potlood
13/05/2016;VA_PG_LO_PA;107;1378;Potlood
13/05/2016;VA_PG_LO_PA;96;1040;Potlood
13/05/2016;VA_PG_LO_PA;89;762;Potlood
13/05/2016;VA_PG_LO_PA;94;912;Potlood
13/05/2016;VA_PG_LO_PA;98;995;Potlood
13/05/2016;VA_PG_LO_PA;92;987;Potlood
13/05/2016;VA_PG_LO_PA;92;854;Potlood
13/05/2016;VA_PG_LO_PA;103;1287;Potlood
13/05/2016;VA_PG_LO_PA;110;1365;Potlood
13/05/2016;VA_PG_LO_PA;82;616;VII
13/05/2016;VA_PG_LO_PA;80;584;VII
20/05/2016;VA_PG_LO_PA;62;146;VIA4
20/05/2016;VA_PG_LO_PA;67;280;VII
20/05/2016;VA_PG_LO_PA;60;206;VII
20/05/2016;VA_PG_LO_PA;69;223;VIB
20/05/2016;VA_PG_LO_PA;71;282;VIB
20/05/2016;VA_PG_LO_PA;74;338;VII
20/05/2016;VA_PG_LO_PA;67;299;VII
20/05/2016;VA_PG_LO_PA;68;283;VII
20/05/2016;VA_PG_LO_PA;72;287;VII
20/05/2016;VA_PG_LO_PA;67;242;VII
20/05/2016;VA_PG_LO_PA;63;218;VII
20/05/2016;VA_PG_LO_PA;66;303;VII
20/05/2016;VA_PG_LO_PA;66;223;VII
20/05/2016;VA_PG_LO_PA;72;363;VII
20/05/2016;VA_PG_LO_PA;74;354;VIA4
20/05/2016;VA_PG_LO_PA;67;276;VII
20/05/2016;VA_PG_LO_PA;77;421;VIB
20/05/2016;VA_PG_LO_PA;72;380;VII
20/05/2016;VA_PG_LO_PA;68;311;VIB
20/05/2016;VA_PG_LO_PA;69;300;VII
20/05/2016;VA_PG_LO_PA;72;328;VII
20/05/2016;VA_PG_LO_PA;68;253;VIA4
20/05/2016;VA_PG_LO_PA;68;300;VIA4
20/05/2016;VA_PG_LO_PA;67;249;VII
20/05/2016;VA_PG_LO_PA;68;304;VIB
20/05/2016;VA_PG_LO_PA;68;248;VIB
20/05/2016;VA_PG_LO_PA;70;257;VIA4
20/05/2016;VA_PG_LO_PA;68;264;VII
20/05/2016;VA_PG_LO_PA;72;308;VIB
20/05/2016;VA_PG_LO_PA;68;231;VIB
20/05/2016;VA_PG_LO_PA;69;291;VIB
20/05/2016;VA_PG_LO_PA;62;182;VIB
20/05/2016;VA_PG_LO_PA;72;299;VII
20/05/2016;VA_PG_LO_PA;75;362;VII
20/05/2016;VA_PG_LO_PA;76;378;VII
20/05/2016;VA_PG_LO_PA;69;274;VII
20/05/2016;VA_PG_LO_PA;69;271;VII
20/05/2016;VA_PG_LO_PA;63;208;VIB
20/05/2016;VA_PG_LO_PA;68;286;VII
20/05/2016;VA_PG_LO_PA;63;234;VII
20/05/2016;VA_PG_LO_PA;78;315;VII
20/05/2016;VA_PG_LO_PA;69;382;VIB
20/05/2016;VA_PG_LO_PA;73;400;VII
20/05/2016;VA_PG_LO_PA;70;361;VIB
20/05/2016;VA_PG_LO_PA;77;469;VII
20/05/2016;VA_PG_LO_PA;93;937;Potlood
20/05/2016;VA_PG_LO_PA;88;860;Potlood
20/05/2016;VA_PG_LO_PA;92;838;Potlood
20/05/2016;VA_PG_LO_PA;92;754;Potlood
20/05/2016;VA_PG_LO_PA;112;1621;Potlood
20/05/2016;VA_PG_LO_PA;84;857;Potlood
20/05/2016;VA_PG_LO_PA;92;1072;Potlood
20/05/2016;VA_PG_LO_PA;103;1331;Potlood
20/05/2016;VA_PG_LO_PA;104;1310;Potlood
20/05/2016;VA_PG_LO_PA;94;993;Potlood
20/05/2016;VA_PG_LO_PA;97;1265;Potlood
20/05/2016;VA_PG_LO_PA;144;4307;Potlood
20/05/2016;VA_PG_RO_PA;68;280;VIB
20/05/2016;VA_PG_RO_PA;65;212;VIB
20/05/2016;VA_PG_RO_PA;74;399;VII
20/05/2016;VA_PG_RO_PA;66;208;VIA4
20/05/2016;VA_PG_RO_PA;68;314;VII
20/05/2016;VA_PG_RO_PA;69;351;VII
20/05/2016;VA_PG_RO_PA;74;336;VIB
20/05/2016;VA_PG_RO_PA;70;341;VIB
20/05/2016;VA_PG_RO_PA;62;257;VII
20/05/2016;VA_PG_RO_PA;66;258;VII
20/05/2016;VA_PG_RO_PA;69;290;VIB
20/05/2016;VA_PG_RO_PA;72;334;VII
20/05/2016;VA_PG_RO_PA;73;312;VIB
20/05/2016;VA_PG_RO_PA;71;279;VIB
20/05/2016;VA_PG_RO_PA;72;309;VIA4
20/05/2016;VA_PG_RO_PA;74;332;VII
20/05/2016;VA_PG_RO_PA;70;262;VII
20/05/2016;VA_PG_RO_PA;72;336;VII
20/05/2016;VA_PG_RO_PA;75;415;VII
20/05/2016;VA_PG_RO_PA;71;335;VII
20/05/2016;VA_PG_RO_PA;66;194;VIB
20/05/2016;VA_PG_RO_PA;65;292;VII
20/05/2016;VA_PG_RO_PA;72;335;VII
20/05/2016;VA_PG_RO_PA;66;274;VII
20/05/2016;VA_PG_RO_PA;67;240;VIB
20/05/2016;VA_PG_RO_PA;67;242;VII
20/05/2016;VA_PG_RO_PA;68;257;VII
20/05/2016;VA_PG_RO_PA;68;291;VII
20/05/2016;VA_PG_RO_PA;65;251;VII
20/05/2016;VA_PG_RO_PA;72;363;VII
20/05/2016;VA_PG_RO_PA;76;455;VII
20/05/2016;VA_PG_RO_PA;68;286;VIB
20/05/2016;VA_PG_RO_PA;71;369;VII
20/05/2016;VA_PG_RO_PA;67;245;VII
20/05/2016;VA_PG_RO_PA;68;214;VIB
20/05/2016;VA_PG_RO_PA;70;287;VIB
20/05/2016;VA_PG_RO_PA;73;324;VII
20/05/2016;VA_PG_RO_PA;68;261;VII
20/05/2016;VA_PG_RO_PA;73;384;VII
20/05/2016;VA_PG_RO_PA;74;335;VII
20/05/2016;VA_PG_RO_PA;73;383;VII
20/05/2016;VA_PG_RO_PA;71;367;VII
20/05/2016;VA_PG_RO_PA;69;299;VII
20/05/2016;VA_PG_RO_PA;68;265;VII
20/05/2016;VA_PG_RO_PA;72;361;VII
20/05/2016;VA_PG_RO_PA;72;242;VIB
20/05/2016;VA_PG_RO_PA;62;239;VIA4
20/05/2016;VA_PG_RO_PA;72;373;VII
20/05/2016;VA_PG_RO_PA;75;368;VII
20/05/2016;VA_PG_RO_PA;71;358;VII
20/05/2016;VA_PG_RO_PA;82;672;VII
20/05/2016;VA_PG_RO_PA;108;1702;Potlood
20/05/2016;VA_PG_RO_PA;106;1566;Potlood
20/05/2016;VA_PG_RO_PA;137;3418;Potlood
20/05/2016;VA_PG_RO_PA;128;2153;Potlood
20/05/2016;VA_PG_RO_PA;87;796;Potlood
20/05/2016;VA_MI_LO_SU;69;283;VIB
20/05/2016;VA_MI_LO_SU;69;338;VII
20/05/2016;VA_MI_LO_SU;72;309;VII
20/05/2016;VA_MI_LO_SU;68;313;VIB
20/05/2016;VA_MI_LO_SU;61;233;VIB
20/05/2016;VA_MI_LO_SU;73;439;VII
20/05/2016;VA_MI_LO_SU;71;266;VII
20/05/2016;VA_MI_LO_SU;72;380;VII
20/05/2016;VA_MI_LO_SU;76;474;VII
20/05/2016;VA_MI_LO_SU;68;350;VII
20/05/2016;VA_MI_LO_SU;69;332;VII
20/05/2016;VA_MI_LO_SU;132;4382;Potlood
20/05/2016;VA_MI_LO_SU;112;2345;Potlood
20/05/2016;VA_MI_RO_SU;74;361;VII
20/05/2016;VA_MI_RO_SU;68;325;VII
20/05/2016;VA_MI_RO_SU;72;417;VII
20/05/2016;VA_MI_RO_SU;65;282;VII
20/05/2016;VA_MI_RO_SU;69;353;VII
20/05/2016;VA_MI_RO_SU;79;479;VII
20/05/2016;VA_MI_RO_SU;72;382;VII
20/05/2016;VA_MI_RO_SU;66;287;VII
20/05/2016;VA_MI_RO_SU;72;438;VII
20/05/2016;VA_MI_RO_SU;94;822;Potlood
20/05/2016;VA_MI_RO_SU;106;1880;Potlood
20/05/2016;VA_MI_RO_SU;88;950;Potlood
20/05/2016;VA_SC_LO_SU;69;253;VIA4
20/05/2016;VA_SC_LO_SU;72;473;VII
20/05/2016;VA_SC_LO_SU;71;385;VIB
20/05/2016;VA_SC_LO_SU;68;280;VIB
20/05/2016;VA_SC_LO_SU;69;359;VIB
20/05/2016;VA_SC_LO_SU;72;372;VII
20/05/2016;VA_SC_LO_SU;71;347;VII
20/05/2016;VA_SC_LO_SU;67;346;VII
20/05/2016;VA_SC_LO_SU;75;413;VII
20/05/2016;VA_SC_LO_SU;72;343;VIB
20/05/2016;VA_SC_LO_SU;68;260;VII
20/05/2016;VA_SC_LO_SU;64;255;VII
20/05/2016;VA_SC_LO_SU;67;268;VII
20/05/2016;VA_SC_LO_SU;77;464;VII
20/05/2016;VA_SC_LO_SU;65;241;VII
20/05/2016;VA_SC_LO_SU;71;359;VII
20/05/2016;VA_SC_LO_SU;60;182;VIB
20/05/2016;VA_SC_LO_SU;72;364;VII
20/05/2016;VA_SC_LO_SU;68;346;VII
20/05/2016;VA_SC_LO_SU;69;302;VII
20/05/2016;VA_SC_LO_SU;70;357;VII
20/05/2016;VA_SC_LO_SU;71;371;VII
20/05/2016;VA_SC_LO_SU;70;317;VIB
20/05/2016;VA_SC_LO_SU;72;368;VII
20/05/2016;VA_SC_LO_SU;70;264;VII
20/05/2016;VA_SC_LO_SU;68;374;VII
20/05/2016;VA_SC_LO_SU;79;560;VII
20/05/2016;VA_SC_LO_SU;79;509;VII
20/05/2016;VA_SC_LO_SU;78;544;VII
20/05/2016;VA_SC_LO_SU;96;1442;Potlood
20/05/2016;VA_SC_LO_SU;115;1880;Potlood
20/05/2016;VA_SC_LO_SU;95;1183;Potlood
20/05/2016;VA_SC_LO_SU;97;1391;Potlood
20/05/2016;VA_SC_RO_SU;67;217;VIA4
20/05/2016;VA_SC_RO_SU;68;383;VII
20/05/2016;VA_SC_RO_SU;71;310;VII
20/05/2016;VA_SC_RO_SU;64;273;VIB
20/05/2016;VA_SC_RO_SU;71;320;VII
20/05/2016;VA_SC_RO_SU;71;310;VIB
20/05/2016;VA_SC_RO_SU;73;412;VII
20/05/2016;VA_SC_RO_SU;68;389;VII
20/05/2016;VA_SC_RO_SU;69;272;VIA4
20/05/2016;VA_SC_RO_SU;74;393;VII
20/05/2016;VA_SC_RO_SU;72;386;VII
20/05/2016;VA_SC_RO_SU;73;500;VII
20/05/2016;VA_SC_RO_SU;70;313;VII
20/05/2016;VA_SC_RO_SU;65;305;VII
20/05/2016;VA_SC_RO_SU;71;300;VII
20/05/2016;VA_SC_RO_SU;62;229;VIB
20/05/2016;VA_SC_RO_SU;68;297;VII
20/05/2016;VA_SC_RO_SU;67;322;VII
20/05/2016;VA_SC_RO_SU;62;205;VIA4
20/05/2016;VA_SC_RO_SU;73;451;VII
20/05/2016;VA_SC_RO_SU;66;297;VII
20/05/2016;VA_SC_RO_SU;77;514;VII
20/05/2016;VA_SC_RO_SU;77;535;VII
20/05/2016;VA_SC_RO_SU;107;1744;Potlood
20/05/2016;VA_PG_LO_SU;71;406;VII
20/05/2016;VA_PG_LO_SU;68;284;VIB
20/05/2016;VA_PG_LO_SU;73;422;VII
20/05/2016;VA_PG_LO_SU;72;338;VII
20/05/2016;VA_PG_LO_SU;70;304;VIA4
20/05/2016;VA_PG_LO_SU;71;339;VII
20/05/2016;VA_PG_LO_SU;72;467;VII
20/05/2016;VA_PG_LO_SU;64;277;VII
20/05/2016;VA_PG_LO_SU;76;392;VII
20/05/2016;VA_PG_LO_SU;64;239;VII
20/05/2016;VA_PG_LO_SU;70;215;VIA4
20/05/2016;VA_PG_LO_SU;67;292;VIB
20/05/2016;VA_PG_LO_SU;64;225;VII
20/05/2016;VA_PG_LO_SU;73;462;VII
20/05/2016;VA_PG_LO_SU;68;305;VII
20/05/2016;VA_PG_LO_SU;62;232;VIA4
20/05/2016;VA_PG_LO_SU;68;374;VII
20/05/2016;VA_PG_LO_SU;63;305;VII
20/05/2016;VA_PG_LO_SU;70;304;VIB
20/05/2016;VA_PG_LO_SU;104;1845;Potlood
20/05/2016;VA_PG_LO_SU;107;1802;Potlood
20/05/2016;VA_PG_LO_SU;107;1807;Potlood
20/05/2016;VA_PG_LO_SU;97;1243;Potlood
20/05/2016;VA_PG_LO_SU;104;1590;Potlood
20/05/2016;VA_PG_LO_SU;103;1473;Potlood
20/05/2016;VA_PG_LO_SU;109;2096;Potlood
20/05/2016;VA_PG_LO_SU;93;1088;Potlood
20/05/2016;VA_PG_LO_SU;88;1015;Potlood
20/05/2016;VA_PG_LO_SU;83;726;Potlood
20/05/2016;VA_PG_LO_SU;132;4596;Potlood
20/05/2016;VA_PG_RO_SU;71;279;VIB
20/05/2016;VA_PG_RO_SU;72;382;VII
20/05/2016;VA_PG_RO_SU;68;308;VIB
20/05/2016;VA_PG_RO_SU;72;340;VII
20/05/2016;VA_PG_RO_SU;72;403;VII
20/05/2016;VA_PG_RO_SU;64;193;VIA4
20/05/2016;VA_PG_RO_SU;68;312;VII
20/05/2016;VA_PG_RO_SU;70;348;VII
20/05/2016;VA_PG_RO_SU;69;213;VIB
20/05/2016;VA_PG_RO_SU;68;364;VII
20/05/2016;VA_PG_RO_SU;73;461;VII
20/05/2016;VA_PG_RO_SU;78;412;VII
20/05/2016;VA_PG_RO_SU;71;354;VII
20/05/2016;VA_PG_RO_SU;62;283;VIB
20/05/2016;VA_PG_RO_SU;62;216;VII
20/05/2016;VA_PG_RO_SU;65;295;VII
20/05/2016;VA_PG_RO_SU;61;304;VII
20/05/2016;VA_PG_RO_SU;72;365;VII
20/05/2016;VA_PG_RO_SU;73;314;VIB
20/05/2016;VA_PG_RO_SU;61;210;VII
20/05/2016;VA_PG_RO_SU;72;434;VII
20/05/2016;VA_PG_RO_SU;71;290;VIB
20/05/2016;VA_PG_RO_SU;71;368;VII
20/05/2016;VA_PG_RO_SU;68;335;VII
20/05/2016;VA_PG_RO_SU;76;418;VII
20/05/2016;VA_PG_RO_SU;66;260;VIA4
20/05/2016;VA_PG_RO_SU;74;451;VII
20/05/2016;VA_PG_RO_SU;66;197;VIB
20/05/2016;VA_PG_RO_SU;68;240;VIA4
20/05/2016;VA_PG_RO_SU;62;196;VIB
20/05/2016;VA_PG_RO_SU;71;279;VIA4
20/05/2016;VA_PG_RO_SU;75;476;VII
20/05/2016;VA_PG_RO_SU;183;10849;Potlood
20/05/2016;VA_PG_RO_SU;92;900;Potlood
20/05/2016;VA_PG_RO_SU;76;508;VII
20/05/2016;VA_PG_RO_SU;103;1468;Potlood
20/05/2016;VA_PG_RO_SU;114;2527;Potlood
20/05/2016;VA_PG_RO_SU;112;2171;Potlood
20/05/2016;VA_PG_RO_SU;101;1361;Potlood
20/05/2016;VA_PG_RO_SU;90;912;Potlood
20/05/2016;VA_PG_RO_SU;102;1423;Potlood
20/05/2016;VA_PG_RO_SU;76;512;VII
20/05/2016;VA_PG_RO_SU;117;2606;Potlood
20/05/2016;GA_SU;70;301;VIB
20/05/2016;GA_SU;70;354;VIA3
20/05/2016;GA_SU;265;29013;Potlood
20/05/2016;GA_SU;187;10796;Potlood
20/05/2016;GA_SU;117;2412;Potlood
20/05/2016;GA_SU;170;5946;Potlood
20/05/2016;GA_SU;132;3239;Potlood
20/05/2016;GA_SU;137;3189;Potlood
20/05/2016;GA_SU;165;5610;Potlood
20/05/2016;GA_SU;200;9631;Potlood
20/05/2016;GA_SU;138;3306;Potlood
20/05/2016;GA_SU;142;4350;Potlood
20/05/2016;GA_SU;162;7153;Potlood
20/05/2016;GA_SU;176;7480;Potlood
20/05/2016;GA_SU;162;5136;Potlood
20/05/2016;GA_SU;182;9631;Potlood
20/05/2016;GA_SU;111;2005;Potlood
20/05/2016;GA_SU;218;15075;Potlood
20/05/2016;GA_SU;210;12343;Potlood
20/05/2016;GA_SU;132;3462;Potlood
20/05/2016;GA_SU;142;3445;Potlood
20/05/2016;GA_SU;153;4328;Potlood
20/05/2016;GA_SU;144;3949;Potlood
20/05/2016;GA_SU;182;9455;Potlood
20/05/2016;GA_SU;126;3050;Potlood
20/05/2016;GA_SU;119;2449;Potlood
20/05/2016;GA_SU;116;1791;Potlood
20/05/2016;IJZ_SU;68;282;VIB
20/05/2016;IJZ_SU;62;159;VIB
20/05/2016;IJZ_SU;170;6805;Potlood
20/05/2016;IJZ_SU;137;4510;Potlood
20/05/2016;IJZ_SU;120;2073;Potlood
20/05/2016;IJZ_SU;158;7091;Potlood
27/05/2016;VA_PG_LO_PA;78;379;VII
27/05/2016;VA_PG_LO_PA;77;415;VII
27/05/2016;VA_PG_LO_PA;68;278;VII
27/05/2016;VA_PG_LO_PA;71;248;VII
27/05/2016;VA_PG_LO_PA;69;267;VII
27/05/2016;VA_PG_LO_PA;73;302;VII
27/05/2016;VA_PG_LO_PA;75;322;VII
27/05/2016;VA_PG_LO_PA;68;313;VII
27/05/2016;VA_PG_LO_PA;78;447;VII
27/05/2016;VA_PG_LO_PA;71;286;VII
27/05/2016;VA_PG_LO_PA;71;322;VII
27/05/2016;VA_PG_LO_PA;70;335;VII
27/05/2016;VA_PG_LO_PA;61;148;VII
27/05/2016;VA_PG_LO_PA;71;398;VII
27/05/2016;VA_PG_LO_PA;74;383;VII
27/05/2016;VA_PG_LO_PA;66;222;VII
27/05/2016;VA_PG_LO_PA;69;387;VII
27/05/2016;VA_PG_LO_PA;70;338;VII
27/05/2016;VA_PG_LO_PA;66;268;VII
27/05/2016;VA_PG_LO_PA;69;254;VIB
27/05/2016;VA_PG_LO_PA;70;334;VII
27/05/2016;VA_PG_LO_PA;70;311;VIB
27/05/2016;VA_PG_LO_PA;78;469;VII
27/05/2016;VA_PG_LO_PA;66;242;VIA4
27/05/2016;VA_PG_LO_PA;73;455;VII
27/05/2016;VA_PG_LO_PA;65;252;VII
27/05/2016;VA_PG_LO_PA;71;310;VIB
27/05/2016;VA_PG_LO_PA;66;296;VII
27/05/2016;VA_PG_LO_PA;65;240;VIA4
27/05/2016;VA_PG_LO_PA;71;321;VII
27/05/2016;VA_PG_LO_PA;63;239;VII
27/05/2016;VA_PG_LO_PA;63;210;VII
27/05/2016;VA_PG_LO_PA;64;213;VIB
27/05/2016;VA_PG_LO_PA;73;467;VII
27/05/2016;VA_PG_LO_PA;63;285;VII
27/05/2016;VA_PG_LO_PA;70;365;VII
27/05/2016;VA_PG_LO_PA;66;260;VII
27/05/2016;VA_PG_LO_PA;68;327;VIB
27/05/2016;VA_PG_LO_PA;70;318;VII
27/05/2016;VA_PG_LO_PA;64;248;VII
27/05/2016;VA_PG_LO_PA;70;267;VIA4
27/05/2016;VA_PG_LO_PA;74;368;VII
27/05/2016;VA_PG_LO_PA;66;243;VII
27/05/2016;VA_PG_LO_PA;68;222;VII
27/05/2016;VA_PG_LO_PA;68;239;VII
27/05/2016;VA_PG_LO_PA;68;338;VII
27/05/2016;VA_PG_LO_PA;69;310;VII
27/05/2016;VA_PG_LO_PA;70;274;VII
27/05/2016;VA_PG_LO_PA;71;344;VII
27/05/2016;VA_PG_LO_PA;75;420;VII
27/05/2016;VA_PG_LO_PA;69;323;VII
27/05/2016;VA_PG_LO_PA;70;308;VII
27/05/2016;VA_PG_LO_PA;67;227;VIB
27/05/2016;VA_PG_LO_PA;70;253;VII
27/05/2016;VA_PG_LO_PA;62;199;VII
27/05/2016;VA_PG_LO_PA;72;296;VIB
27/05/2016;VA_PG_LO_PA;62;211;VII
27/05/2016;VA_PG_LO_PA;68;280;VII
27/05/2016;VA_PG_LO_PA;69;257;VII
27/05/2016;VA_PG_LO_PA;69;250;VII
27/05/2016;VA_PG_LO_PA;70;322;VII
27/05/2016;VA_PG_LO_PA;64;289;VII
27/05/2016;VA_PG_LO_PA;66;213;VII
27/05/2016;VA_PG_LO_PA;66;209;VIB
27/05/2016;VA_PG_LO_PA;77;378;VII
27/05/2016;VA_PG_LO_PA;71;253;VII
27/05/2016;VA_PG_LO_PA;77;392;VII
27/05/2016;VA_PG_LO_PA;64;253;VIB
27/05/2016;VA_PG_LO_PA;73;335;VII
27/05/2016;VA_PG_LO_PA;68;224;VIB
27/05/2016;VA_PG_LO_PA;66;263;VII
27/05/2016;VA_PG_LO_PA;79;470;VII
27/05/2016;VA_PG_LO_PA;79;469;VII
27/05/2016;VA_PG_LO_PA;66;255;VII
27/05/2016;VA_PG_LO_PA;71;295;VIB
27/05/2016;VA_PG_LO_PA;70;337;VII
27/05/2016;VA_PG_LO_PA;66;268;VII
27/05/2016;VA_PG_LO_PA;70;275;VII
27/05/2016;VA_PG_LO_PA;70;253;VIB
27/05/2016;VA_PG_LO_PA;73;393;VII
27/05/2016;VA_PG_LO_PA;63;200;VIA4
27/05/2016;VA_PG_LO_PA;59;155;VIB
27/05/2016;VA_PG_LO_PA;64;370;VII
27/05/2016;VA_PG_LO_PA;69;302;VII
27/05/2016;VA_PG_LO_PA;65;265;VII
27/05/2016;VA_PG_LO_PA;66;264;VII
27/05/2016;VA_PG_LO_PA;68;238;VII
27/05/2016;VA_PG_LO_PA;73;298;VII
27/05/2016;VA_PG_LO_PA;74;333;VIB
27/05/2016;VA_PG_LO_PA;68;247;VIB
27/05/2016;VA_PG_LO_PA;69;300;VII
27/05/2016;VA_PG_LO_PA;80;454;VII
27/05/2016;VA_PG_LO_PA;64;204;VIB
27/05/2016;VA_PG_LO_PA;70;231;VIB
27/05/2016;VA_PG_LO_PA;64;211;VIB
27/05/2016;VA_PG_LO_PA;68;335;VII
27/05/2016;VA_PG_LO_PA;71;360;VII
27/05/2016;VA_PG_LO_PA;63;209;VIB
27/05/2016;VA_PG_LO_PA;68;271;VII
27/05/2016;VA_PG_LO_PA;67;238;VII
27/05/2016;VA_PG_LO_PA;65;217;VIB
27/05/2016;VA_PG_LO_PA;70;257;VIA4
27/05/2016;VA_PG_LO_PA;69;272;VIB
