"","Week","X14.00","X15.00","X16.00","X16.1.iso.17.0","cis.9.16.1","X17.00","X17.1.16.2","X18.00","cis.9.18.1","cis.11.18.1","X18.2n.6","X20.00","X18.3n.3","X20.01","X18.4n.3","X20.3n.6","X22.00","X20.4n.6","X20.4n.3","X20.5n.3","X24.01.00","X22.5n.6","X22.5n.3","X22.6n.3"
"1",11,0.720244865769043,0.0729583214353693,0.696429166055912,0.0447437146423942,0.458655553402187,0.0597850315714561,0.0672953688352079,0.809530882672181,0.80751527333337,0.329628452453162,0.0717094833337962,0.0436272086355904,0.0943870577286244,0.227673743179431,0.0470203856499143,0.0194679223339318,0.0761161393310687,0.519044233824697,0.394793194807948,0.798655745612589,0.378129607409946,0.0381488313495097,0.166562050499706,1.33303097613421
"2",12,0.786839177284082,0.0952106754900559,1.08604422310763,0.125928551170892,0.711580749905704,0.0611344271406724,0.0866283598325209,0.585089752244746,1.64817361728893,0.385106950906321,0.0824407225057661,0.0332155494802168,0.149475811360294,0.292408369485989,0.0845922841957501,0.0331506204521671,0.0269882129153384,0.803011434312341,0.464985024196772,0.743623487330175,0.52432399768221,0.0690759792481504,0.478561480803763,2.99267204411649
"3",13,0.393102658347664,0.0424535039778815,0.763864974979217,0.0894214739310419,0.675957469076273,0.0148559752288431,0.0545591422219961,0.287852045328846,2.13125603811461,0.402649723705356,0.0879391835304377,0.0294838939083697,0.1333015378756,0.255679486858058,0.0807031597894407,0.0184580605698432,0.0224499443206436,0.562904343561142,0.388296664935459,0.58426047273455,0.477046328987028,0.161943817418264,0.294358285088088,2.38563415049332
"4",14,0.660322262920985,0.102323284473548,0.706989713182204,0.116099487118122,0.52268864363196,0.0618673066842548,0.0978819325885668,0.506416896170806,0.998683733721542,0.324837833667537,0.110880525382462,0.047779607669914,0.13516985946982,0.098562485948578,0.0716803510543352,0.0309753567739377,0.0388392959396911,0.471882150156545,0.281585188143514,0.726028849915133,0.394984648723558,0.114551695356686,0.311490609810312,1.61578868442853
"5",15,0.631552056445073,0.100000714283163,1.21317638964042,0.105542137827234,0.597103524564727,0.0804357181972335,0.0832134375595444,0.779471799178319,1.55797386737666,5.09676225423459,0.0637805015733836,0.0540907526644761,0.127796713572768,0.14546919163275,0.0483725620771193,0.0336671381390844,0.0211558840177249,0.907031605476531,0.276998796627952,0.729251638586402,0.660526233212508,0.0474507263229071,0.30097437005262,2.48470626797117
"6",16,0.611588825036144,0.0942923885870676,0.587535438002756,0.0747160686137253,0.556253947892017,0.0717610935358049,0.0840961570843974,0.518149873018503,1.32331481171681,0.559807012200714,0.0643031174134731,0.0450609687988497,0.110630260532345,0.235522513882335,0.0665792760549407,0.0306620879322273,0.040533487838621,0.780768374452663,0.334242970960294,0.575114565661803,0.473219668383991,0.116214769832723,0.396182097709443,2.20899638256422
"7",17,0.340882042159259,0.074103756090138,1.12134270705555,0.075914864596248,0.579803328724491,0.151061576848648,0.112751792299132,0.791731625405141,1.38598134908086,0.477005136240691,0.0283172503373238,0.0806558532697204,0.168970608884109,0.365312833974755,0.0488412394055133,0.0438105771094911,0.0431157357198815,1.34426783045642,0.403668552156345,0.561016012843365,0.536813064918009,0.1351671804347,0.362389109475804,1.34157872175533
"8",18,0.424464010757769,0.0763244952255079,0.968171140420359,0.106445156905194,0.537976217610301,0.120988783423447,0.0924971042017764,0.375865477455508,0.819236534829838,0.458515286394187,0.118461567004421,0.0607900367776544,0.0825590697622012,0.144719864862134,0.0446630240163574,0.0495342594286304,0.0399175489513787,1.07140914387149,0.293085068099447,0.371900500326172,0.518066167175032,0.0909763509301809,0.180547579799422,1.28004450257459
"9",19,0.566773281287105,0.0575135594778268,1.15138372239253,0.125836439570617,1.39869878305312,0.134267678626725,0.114407791942432,0.551874209269779,1.2052288065718,0.527993912302568,0.18928990112171,0.0690386365257407,0.131898590194278,0.261699482322031,0.0575090055059702,0.0350353562915548,0.0421731126260729,0.728827336009213,0.240797781195283,1.09355166228909,0.39092015991577,0.0937237582320665,0.414584818135652,1.34344144076394
"10",20,0.484996055903988,0.0611590078600384,1.0009958791124,0.337560533291977,1.40135384755621,0.160935593177877,0.143003787828621,0.478900160405448,0.55747066779746,0.847007794855192,0.188477211065182,0.0314569209998035,0.167701100446327,0.127691715637406,0.0558414286306784,0.0407895560013575,0.068872906666753,0.676857640240188,0.17725540125121,1.00535737653108,0.390030641764402,0.127393062700613,0.766006942764644,2.16463874094221
"11",21,0.34480464385539,0.110752248762996,1.7951215941765,0.371377809343433,0.721467485984873,0.256681443887874,0.0976206324441093,0.586403418899455,1.41366093615981,1.45729944043457,0.0716798437498297,0.0673148977162222,0.044949382306067,0.222403588236804,0.0511470695863676,0.0399689273250503,0.0225771404904889,0.663659294435714,0.16007051003173,1.79439393837045,0.736352080436822,0.0867074496117941,1.11623057518135,2.76847825364569
